Date_Start,Start Time (Sask),Start Time (EDT),Away,Away Score,Home,Home Score,Status,Away Starter,Home Starter,Winner,Loser,Save,O/U,Over,Under,Away ML,Home ML,Home RL Spread,RL Away,RL Home
2025-07-22 19:10:00,5:10 PM,7:10 PM,Los Angeles Angels,2,New York Mets,3,Final,Kyle Hendricks,Frankie Montas,Frankie Montas,Kyle Hendricks,Ryne Stanek,9.0,-120,100,+145,-170,-1.5,-140,+120
2025-07-22 19:15:00,5:15 PM,7:15 PM,San Francisco Giants,9,Atlanta Braves,0,Final,Landen Roupp,Davis Daniel,Landen Roupp,Davis Daniel,No Save,9.0,-120,100,+100,-120,-1.5,-205,+170
2025-07-22 20:05:00,6:05 PM,8:05 PM,Kansas City Royals,0,Chicago Cubs,6,Final,Rich Hill,Matthew Boyd,Matthew Boyd,Rich Hill,No Save,9.0,-105,-115,+210,-260,-1.5,+105,-125
2025-07-22 20:05:00,6:05 PM,8:05 PM,Kansas City Royals,0,Chicago Cubs,6,Final,Rich Hill,Matthew Boyd,Matthew Boyd,Rich Hill,No Save,7.5,105,-125,+175,-210,-1.5,-115,-105
2025-07-22 20:05:00,6:05 PM,8:05 PM,Athletics,2,Texas Rangers,6,Final,J.T. Ginn,Jacob deGrom,Jacob deGrom,Sean Newcomb,No Save,9.0,-105,-115,+210,-260,-1.5,+105,-125
2025-07-22 20:05:00,6:05 PM,8:05 PM,Athletics,2,Texas Rangers,6,Final,J.T. Ginn,Jacob deGrom,Jacob deGrom,Sean Newcomb,No Save,7.5,105,-125,+175,-210,-1.5,-115,-105
2025-07-22 20:40:00,6:40 PM,8:40 PM,St. Louis Cardinals,4,Colorado Rockies,8,Final,Erick Fedde,Bradley Blalock,Bradley Blalock,Erick Fedde,No Save,12.0,-105,-115,-165,+140,+1.5,-110,-110
2025-07-22 21:40:00,7:40 PM,9:40 PM,Houston Astros,3,Arizona Diamondbacks,1,Final,Framber Valdez,Eduardo Rodriguez,Framber Valdez,Jake Woodford,Bryan King,8.5,-110,-110,-115,-105,+1.5,+145,-170
2025-07-22 21:40:00,7:40 PM,9:40 PM,Houston Astros,3,Arizona Diamondbacks,1,Final,Framber Valdez,Eduardo Rodriguez,Framber Valdez,Jake Woodford,Bryan King,6.5,-120,100,+115,-135,-1.5,-205,+170
2025-07-22 21:40:00,7:40 PM,9:40 PM,Milwaukee Brewers,0,Seattle Mariners,1,Final,Jacob Misiorowski,Logan Gilbert,Logan Gilbert,Nick Mears,Andrés Muñoz,8.5,-110,-110,-115,-105,+1.5,+145,-170
2025-07-22 21:40:00,7:40 PM,9:40 PM,Milwaukee Brewers,0,Seattle Mariners,1,Final,Jacob Misiorowski,Logan Gilbert,Logan Gilbert,Nick Mears,Andrés Muñoz,6.5,-120,100,+115,-135,-1.5,-205,+170
2025-07-22 22:10:00,8:10 PM,10:10 PM,Minnesota Twins,10,Los Angeles Dodgers,7,Final,Simeon Woods Richardson,Yoshinobu Yamamoto,Brock Stewart,Ben Casparius,No Save,8.0,-105,-115,+165,-200,-1.5,-125,+105
2025-07-23 12:05:00,10:05 AM,12:05 PM,Cincinnati Reds,5,Washington Nationals,0,Final,Nick Lodolo,Michael Soroka,Nick Lodolo,Michael Soroka,No Save,8.5,-110,-110,-130,+110,+1.5,+125,-150
2025-07-23 12:10:00,10:10 AM,12:10 PM,San Diego Padres,2,Miami Marlins,3,Final,Dylan Cease,Sandy Alcantara,Sandy Alcantara,Dylan Cease,Calvin Faucher,7.5,-115,-105,-140,+120,+1.5,+115,-135
2025-07-23 12:15:00,10:15 AM,12:15 PM,San Francisco Giants,9,Atlanta Braves,3,Final,Justin Verlander,Spencer Strider,Justin Verlander,Spencer Strider,No Save,7.5,-110,-110,+135,-160,-1.5,-155,+130
2025-07-23 12:35:00,10:35 AM,12:35 PM,Detroit Tigers,1,Pittsburgh Pirates,6,Final,Troy Melton,Bailey Falter,Bailey Falter,Troy Melton,No Save,9.0,-110,-110,-135,+115,+1.5,+125,-150
2025-07-23 13:10:00,11:10 AM,1:10 PM,Los Angeles Angels,3,New York Mets,6,Final,Brock Burke,Sean Manaea,Sean Manaea,Jake Eder,Edwin Díaz,9.0,-115,-105,+150,-180,-1.5,-135,+115
2025-07-23 14:20:00,12:20 PM,2:20 PM,Kansas City Royals,8,Chicago Cubs,4,Final,Seth Lugo,Colin Rea,Seth Lugo,Colin Rea,No Save,10.0,-105,-115,+150,-180,-1.5,-135,+115
2025-07-23 15:10:00,1:10 PM,3:10 PM,St. Louis Cardinals,0,Colorado Rockies,6,Final,Andre Pallante,Tanner Gordon,Tanner Gordon,Andre Pallante,No Save,11.0,-110,-110,-190,+160,+1.5,-125,+105
2025-07-23 15:40:00,1:40 PM,3:40 PM,Houston Astros,4,Arizona Diamondbacks,3,Final,Brandon Walter,Brandon Pfaadt,Bennett Sousa,Kevin Ginkel,Josh Hader,8.5,-110,-110,+120,-140,-1.5,-185,+155
2025-07-23 15:40:00,1:40 PM,3:40 PM,Houston Astros,4,Arizona Diamondbacks,3,Final,Brandon Walter,Brandon Pfaadt,Bennett Sousa,Kevin Ginkel,Josh Hader,7.0,-115,-105,+100,-120,-1.5,-220,+180
2025-07-23 15:40:00,1:40 PM,3:40 PM,Milwaukee Brewers,10,Seattle Mariners,2,Final,Quinn Priester,Luis Castillo,Quinn Priester,Luis Castillo,No Save,8.5,-110,-110,+120,-140,-1.5,-185,+155
2025-07-23 15:40:00,1:40 PM,3:40 PM,Milwaukee Brewers,10,Seattle Mariners,2,Final,Quinn Priester,Luis Castillo,Quinn Priester,Luis Castillo,No Save,7.0,-115,-105,+100,-120,-1.5,-220,+180
2025-07-23 16:10:00,2:10 PM,4:10 PM,Minnesota Twins,3,Los Angeles Dodgers,4,Final,Chris Paddack,Tyler Glasnow,Anthony Banda,Griffin Jax,No Save,9.0,-105,-115,+185,-225,-1.5,+100,-120
2025-07-23 18:40:00,4:40 PM,6:40 PM,Baltimore Orioles,2,Cleveland Guardians,3,Final,Zach Eflin,Slade Cecconi,Hunter Gaddis,Colin Selby,Emmanuel Clase,8.5,-120,100,+110,-130,-1.5,-190,+160
2025-07-23 19:07:00,5:07 PM,7:07 PM,New York Yankees,4,Toronto Blue Jays,8,Final,Max Fried,Chris Bassitt,Chris Bassitt,Max Fried,No Save,8.5,105,-125,-140,+120,+1.5,+120,-140
2025-07-23 19:10:00,5:10 PM,7:10 PM,Boston Red Sox,9,Philadelphia Phillies,8,Final,Lucas Giolito,Jesús Luzardo,Greg Weissert,Seth Johnson,Brennan Bernardino,8.5,-110,-110,+135,-160,-1.5,-160,+135
2025-07-23 19:35:00,5:35 PM,7:35 PM,Chicago White Sox,11,Tampa Bay Rays,9,Final,Jonathan Cannon,Taj Bradley,Jordan Leasure,Kevin Kelly,Dan Altavilla,9.0,100,-120,+185,-225,-1.5,-115,-105
2025-07-23 20:05:00,6:05 PM,8:05 PM,Athletics,1,Texas Rangers,2,Final,JP Sears,Patrick Corbin,Jon Gray,Jack Perkins,Robert Garcia,8.5,-110,-110,+120,-140,-1.5,-170,+145
2025-07-24 13:10:00,11:10 AM,1:10 PM,Baltimore Orioles,4,Cleveland Guardians,3,Final,Charlie Morton,Logan Allen,Charlie Morton,Logan Allen,Gregory Soto,8.5,-115,-105,+110,-130,-1.5,-205,+170
2025-07-24 18:40:00,4:40 PM,6:40 PM,Toronto Blue Jays,11,Detroit Tigers,4,Final,Eric Lauer,Reese Olson,Eric Lauer,Reese Olson,No Save,8.5,-115,-105,+120,-140,-1.5,-185,+155
2025-07-24 19:45:00,5:45 PM,7:45 PM,San Diego Padres,7,St. Louis Cardinals,9,Final,Yu Darvish,Sonny Gray,Sonny Gray,Yu Darvish,Ryan Helsley,8.0,-105,-115,+135,-160,-1.5,-180,+150
2025-07-24 20:10:00,6:10 PM,8:10 PM,Athletics,5,Houston Astros,2,Final,Luis Severino,Jason Alexander,Luis Severino,Jason Alexander,Mason Miller,9.0,-105,-115,+125,-150,-1.5,-180,+150
2025-07-24 21:38:00,7:38 PM,9:38 PM,Seattle Mariners,4,Los Angeles Angels,2,Final,Logan Evans,Yusei Kikuchi,Logan Evans,Yusei Kikuchi,Andrés Muñoz,9.0,-115,-105,+120,-140,-1.5,-170,+145
2025-07-25 16:10:00,2:10 PM,4:10 PM,Miami Marlins,5,Milwaukee Brewers,1,Final,Cal Quantrill,Freddy Peralta,Josh Simpson,Aaron Ashby,No Save,8.0,-110,-110,+190,-230,-1.5,-110,-110
2025-07-25 18:40:00,4:40 PM,6:40 PM,Arizona Diamondbacks,1,Pittsburgh Pirates,0,Final,Ryne Nelson,Mike Burrows,Anthony DeSclafani,Braxton Ashcraft,Kevin Ginkel,9.0,-105,-115,-110,-110,+1.5,+150,-180
2025-07-25 19:05:00,5:05 PM,7:05 PM,Colorado Rockies,6,Baltimore Orioles,5,Final,Kyle Freeland,Dean Kremer,Jake Bird,Andrew Kittredge,Seth Halvorsen,9.0,-120,100,+165,-200,-1.5,-125,+105
2025-07-25 19:05:00,5:05 PM,7:05 PM,Colorado Rockies,6,Baltimore Orioles,5,Final,Kyle Freeland,Dean Kremer,Jake Bird,Andrew Kittredge,Seth Halvorsen,10.5,-105,-115,+135,-160,-1.5,-150,+125
2025-07-25 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,12,New York Yankees,5,Final,Taijuan Walker,Will Warren,Tanner Banks,Tim Hill,No Save,9.0,-120,100,+165,-200,-1.5,-125,+105
2025-07-25 19:05:00,5:05 PM,7:05 PM,Philadelphia Phillies,12,New York Yankees,5,Final,Taijuan Walker,Will Warren,Tanner Banks,Tim Hill,No Save,10.5,-105,-115,+135,-160,-1.5,-150,+125
2025-07-25 19:10:00,5:10 PM,7:10 PM,Los Angeles Dodgers,5,Boston Red Sox,2,Final,Emmet Sheehan,Brayan Bello,Emmet Sheehan,Brayan Bello,Ben Casparius,9.5,-115,-105,-105,-115,-1.5,-180,+150
2025-07-25 19:10:00,5:10 PM,7:10 PM,Los Angeles Dodgers,5,Boston Red Sox,2,Final,Emmet Sheehan,Brayan Bello,Emmet Sheehan,Brayan Bello,Ben Casparius,9.5,100,-120,-110,-110,+1.5,+145,-170
2025-07-25 19:10:00,5:10 PM,7:10 PM,Los Angeles Dodgers,5,Boston Red Sox,2,Final,Emmet Sheehan,Brayan Bello,Emmet Sheehan,Brayan Bello,Ben Casparius,9.0,-105,-115,-105,-115,+1.5,+155,-185
2025-07-25 19:10:00,5:10 PM,7:10 PM,Tampa Bay Rays,2,Cincinnati Reds,7,Final,Zack Littell,Nick Martinez,Nick Martinez,Zack Littell,No Save,9.5,-115,-105,-105,-115,-1.5,-180,+150
2025-07-25 19:10:00,5:10 PM,7:10 PM,Tampa Bay Rays,2,Cincinnati Reds,7,Final,Zack Littell,Nick Martinez,Nick Martinez,Zack Littell,No Save,9.5,100,-120,-110,-110,+1.5,+145,-170
2025-07-25 19:10:00,5:10 PM,7:10 PM,Tampa Bay Rays,2,Cincinnati Reds,7,Final,Zack Littell,Nick Martinez,Nick Martinez,Zack Littell,No Save,9.0,-105,-115,-105,-115,+1.5,+155,-185
2025-07-25 19:10:00,5:10 PM,7:10 PM,Toronto Blue Jays,6,Detroit Tigers,2,Final,José Berríos,Keider Montero,José Berríos,Keider Montero,No Save,9.5,-115,-105,-105,-115,-1.5,-180,+150
2025-07-25 19:10:00,5:10 PM,7:10 PM,Toronto Blue Jays,6,Detroit Tigers,2,Final,José Berríos,Keider Montero,José Berríos,Keider Montero,No Save,9.5,100,-120,-110,-110,+1.5,+145,-170
2025-07-25 19:10:00,5:10 PM,7:10 PM,Toronto Blue Jays,6,Detroit Tigers,2,Final,José Berríos,Keider Montero,José Berríos,Keider Montero,No Save,9.0,-105,-115,-105,-115,+1.5,+155,-185
2025-07-25 19:15:00,5:15 PM,7:15 PM,San Diego Padres,0,St. Louis Cardinals,3,Final,Nick Pivetta,Miles Mikolas,Miles Mikolas,Nick Pivetta,Ryan Helsley,8.5,-120,100,-135,+115,+1.5,+135,-160
2025-07-25 19:40:00,5:40 PM,7:40 PM,Chicago Cubs,5,Chicago White Sox,12,Final,Shota Imanaga,Adrian Houser,Adrian Houser,Shota Imanaga,No Save,8.0,-110,-110,-180,+150,+1.5,-105,-115
2025-07-25 20:05:00,6:05 PM,8:05 PM,Atlanta Braves,3,Texas Rangers,8,Final,Joey Wentz,Nathan Eovaldi,Nathan Eovaldi,Joey Wentz,No Save,8.0,-105,-115,+130,-155,-1.5,-160,+135
2025-07-25 20:10:00,6:10 PM,8:10 PM,Athletics,15,Houston Astros,3,Final,Jeffrey Springs,Ryan Gusto,Jeffrey Springs,Ryan Gusto,No Save,9.0,100,-120,+115,-135,-1.5,-180,+150
2025-07-25 20:10:00,6:10 PM,8:10 PM,Athletics,15,Houston Astros,3,Final,Jeffrey Springs,Ryan Gusto,Jeffrey Springs,Ryan Gusto,No Save,8.5,-120,100,+140,-165,-1.5,-170,+145
2025-07-25 20:10:00,6:10 PM,8:10 PM,Washington Nationals,0,Minnesota Twins,1,Final,MacKenzie Gore,Zebby Matthews,Zebby Matthews,MacKenzie Gore,Jhoan Duran,9.0,100,-120,+115,-135,-1.5,-180,+150
2025-07-25 20:10:00,6:10 PM,8:10 PM,Washington Nationals,0,Minnesota Twins,1,Final,MacKenzie Gore,Zebby Matthews,Zebby Matthews,MacKenzie Gore,Jhoan Duran,8.5,-120,100,+140,-165,-1.5,-170,+145
2025-07-25 21:38:00,7:38 PM,9:38 PM,Seattle Mariners,2,Los Angeles Angels,3,Final,Bryan Woo,José Soriano,Ryan Zeferjahn,Casey Legumina,No Save,8.5,100,-120,-130,+110,+1.5,+130,-155
2025-07-25 22:15:00,8:15 PM,10:15 PM,New York Mets,8,San Francisco Giants,1,Final,Clay Holmes,Logan Webb,Clay Holmes,Logan Webb,No Save,7.0,-120,100,+125,-150,-1.5,-180,+150
2025-07-26 13:05:00,11:05 AM,1:05 PM,Philadelphia Phillies,9,New York Yankees,4,Final,Ranger Suárez,Marcus Stroman,Ranger Suárez,Marcus Stroman,No Save,9.0,100,-120,-135,+115,+1.5,+120,-140
2025-07-26 14:40:00,12:40 PM,2:40 PM,Cleveland Guardians,3,Kansas City Royals,5,Final,Gavin Williams,Michael Wacha,Steven Cruz,Emmanuel Clase,No Save,8.0,-105,-115,-105,-115,-1.5,-205,+170
2025-07-26 18:10:00,4:10 PM,6:10 PM,Toronto Blue Jays,6,Detroit Tigers,1,Final,Kevin Gausman,Tarik Skubal,Braydon Fisher,Will Vest,No Save,7.0,-105,-115,+150,-180,-1.5,-140,+120
2025-07-26 18:40:00,4:40 PM,6:40 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,2,Final,Merrill Kelly,Andrew Heaney,Andrew Heaney,Merrill Kelly,David Bednar,9.0,-105,-115,-150,+125,+1.5,+115,-135
2025-07-26 18:40:00,4:40 PM,6:40 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,2,Final,Merrill Kelly,Andrew Heaney,Andrew Heaney,Merrill Kelly,David Bednar,9.0,-115,-105,+100,-120,-1.5,-200,+165
2025-07-26 18:40:00,4:40 PM,6:40 PM,Tampa Bay Rays,2,Cincinnati Reds,6,Final,Ryan Pepiot,Andrew Abbott,Graham Ashcraft,Bryan Baker,No Save,9.0,-105,-115,-150,+125,+1.5,+115,-135
2025-07-26 18:40:00,4:40 PM,6:40 PM,Tampa Bay Rays,2,Cincinnati Reds,6,Final,Ryan Pepiot,Andrew Abbott,Graham Ashcraft,Bryan Baker,No Save,9.0,-115,-105,+100,-120,-1.5,-200,+165
2025-07-26 19:05:00,5:05 PM,7:05 PM,Colorado Rockies,0,Baltimore Orioles,18,Final,Antonio Senzatela,Trevor Rogers,Trevor Rogers,Antonio Senzatela,No Save,9.5,-105,-115,+205,-250,-1.5,+105,-125
2025-07-26 19:05:00,5:05 PM,7:05 PM,Colorado Rockies,0,Baltimore Orioles,18,Final,Antonio Senzatela,Trevor Rogers,Trevor Rogers,Antonio Senzatela,No Save,8.5,-105,-115,-110,-110,-1.5,-220,+180
2025-07-26 19:05:00,5:05 PM,7:05 PM,Atlanta Braves,5,Texas Rangers,6,Final,Grant Holmes,Kumar Rocker,Shawn Armstrong,Enyel De Los Santos,No Save,9.5,-105,-115,+205,-250,-1.5,+105,-125
2025-07-26 19:05:00,5:05 PM,7:05 PM,Atlanta Braves,5,Texas Rangers,6,Final,Grant Holmes,Kumar Rocker,Shawn Armstrong,Enyel De Los Santos,No Save,8.5,-105,-115,-110,-110,-1.5,-220,+180
2025-07-26 19:10:00,5:10 PM,7:10 PM,Athletics,5,Houston Astros,1,Final,Jacob Lopez,Hunter Brown,Justin Sterner,Hunter Brown,No Save,7.5,-110,-110,+155,-185,-1.5,-135,+115
2025-07-26 19:10:00,5:10 PM,7:10 PM,Athletics,5,Houston Astros,1,Final,Jacob Lopez,Hunter Brown,Justin Sterner,Hunter Brown,No Save,8.5,-125,105,+210,-260,-1.5,+100,-120
2025-07-26 19:10:00,5:10 PM,7:10 PM,Athletics,5,Houston Astros,1,Final,Jacob Lopez,Hunter Brown,Justin Sterner,Hunter Brown,No Save,9.0,-110,-110,-185,+155,+1.5,-115,-105
2025-07-26 19:10:00,5:10 PM,7:10 PM,Athletics,5,Houston Astros,1,Final,Jacob Lopez,Hunter Brown,Justin Sterner,Hunter Brown,No Save,8.5,-115,-105,+135,-160,-1.5,-155,+130
2025-07-26 19:10:00,5:10 PM,7:10 PM,Washington Nationals,9,Minnesota Twins,3,Final,Mitchell Parker,Joe Ryan,Mitchell Parker,Joe Ryan,No Save,7.5,-110,-110,+155,-185,-1.5,-135,+115
2025-07-26 19:10:00,5:10 PM,7:10 PM,Washington Nationals,9,Minnesota Twins,3,Final,Mitchell Parker,Joe Ryan,Mitchell Parker,Joe Ryan,No Save,8.5,-125,105,+210,-260,-1.5,+100,-120
2025-07-26 19:10:00,5:10 PM,7:10 PM,Washington Nationals,9,Minnesota Twins,3,Final,Mitchell Parker,Joe Ryan,Mitchell Parker,Joe Ryan,No Save,9.0,-110,-110,-185,+155,+1.5,-115,-105
2025-07-26 19:10:00,5:10 PM,7:10 PM,Washington Nationals,9,Minnesota Twins,3,Final,Mitchell Parker,Joe Ryan,Mitchell Parker,Joe Ryan,No Save,8.5,-115,-105,+135,-160,-1.5,-155,+130
2025-07-26 19:10:00,5:10 PM,7:10 PM,Chicago Cubs,6,Chicago White Sox,1,Final,Cade Horton,Aaron Civale,Cade Horton,Jordan Leasure,No Save,7.5,-110,-110,+155,-185,-1.5,-135,+115
2025-07-26 19:10:00,5:10 PM,7:10 PM,Chicago Cubs,6,Chicago White Sox,1,Final,Cade Horton,Aaron Civale,Cade Horton,Jordan Leasure,No Save,8.5,-125,105,+210,-260,-1.5,+100,-120
2025-07-26 19:10:00,5:10 PM,7:10 PM,Chicago Cubs,6,Chicago White Sox,1,Final,Cade Horton,Aaron Civale,Cade Horton,Jordan Leasure,No Save,9.0,-110,-110,-185,+155,+1.5,-115,-105
2025-07-26 19:10:00,5:10 PM,7:10 PM,Chicago Cubs,6,Chicago White Sox,1,Final,Cade Horton,Aaron Civale,Cade Horton,Jordan Leasure,No Save,8.5,-115,-105,+135,-160,-1.5,-155,+130
2025-07-26 19:10:00,5:10 PM,7:10 PM,Miami Marlins,7,Milwaukee Brewers,4,Final,Janson Junk,Jose Quintana,Janson Junk,Jose Quintana,Tyler Phillips,7.5,-110,-110,+155,-185,-1.5,-135,+115
2025-07-26 19:10:00,5:10 PM,7:10 PM,Miami Marlins,7,Milwaukee Brewers,4,Final,Janson Junk,Jose Quintana,Janson Junk,Jose Quintana,Tyler Phillips,8.5,-125,105,+210,-260,-1.5,+100,-120
2025-07-26 19:10:00,5:10 PM,7:10 PM,Miami Marlins,7,Milwaukee Brewers,4,Final,Janson Junk,Jose Quintana,Janson Junk,Jose Quintana,Tyler Phillips,9.0,-110,-110,-185,+155,+1.5,-115,-105
2025-07-26 19:10:00,5:10 PM,7:10 PM,Miami Marlins,7,Milwaukee Brewers,4,Final,Janson Junk,Jose Quintana,Janson Junk,Jose Quintana,Tyler Phillips,8.5,-115,-105,+135,-160,-1.5,-155,+130
2025-07-26 19:15:00,5:15 PM,7:15 PM,Cleveland Guardians,6,Kansas City Royals,4,Final,Tanner Bibee,Kris Bubic,Tanner Bibee,Kris Bubic,Emmanuel Clase,8.0,-105,-115,+115,-135,-1.5,-190,+160
2025-07-26 19:15:00,5:15 PM,7:15 PM,Cleveland Guardians,6,Kansas City Royals,4,Final,Tanner Bibee,Kris Bubic,Tanner Bibee,Kris Bubic,Emmanuel Clase,8.5,-105,-115,+140,-165,-1.5,-160,+135
2025-07-26 19:15:00,5:15 PM,7:15 PM,Cleveland Guardians,6,Kansas City Royals,4,Final,Tanner Bibee,Kris Bubic,Tanner Bibee,Kris Bubic,Emmanuel Clase,9.0,-120,100,+120,-142,-1.5,-163,+135
2025-07-26 19:15:00,5:15 PM,7:15 PM,Los Angeles Dodgers,2,Boston Red Sox,4,Final,Clayton Kershaw,Garrett Crochet,Garrett Crochet,Clayton Kershaw,Aroldis Chapman,8.0,-105,-115,+115,-135,-1.5,-190,+160
2025-07-26 19:15:00,5:15 PM,7:15 PM,Los Angeles Dodgers,2,Boston Red Sox,4,Final,Clayton Kershaw,Garrett Crochet,Garrett Crochet,Clayton Kershaw,Aroldis Chapman,8.5,-105,-115,+140,-165,-1.5,-160,+135
2025-07-26 19:15:00,5:15 PM,7:15 PM,Los Angeles Dodgers,2,Boston Red Sox,4,Final,Clayton Kershaw,Garrett Crochet,Garrett Crochet,Clayton Kershaw,Aroldis Chapman,9.0,-120,100,+120,-142,-1.5,-163,+135
2025-07-26 19:15:00,5:15 PM,7:15 PM,San Diego Padres,3,St. Louis Cardinals,1,Final,Randy Vásquez,Matthew Liberatore,Jeremiah Estrada,Matthew Liberatore,Robert Suarez,8.0,-105,-115,+115,-135,-1.5,-190,+160
2025-07-26 19:15:00,5:15 PM,7:15 PM,San Diego Padres,3,St. Louis Cardinals,1,Final,Randy Vásquez,Matthew Liberatore,Jeremiah Estrada,Matthew Liberatore,Robert Suarez,8.5,-105,-115,+140,-165,-1.5,-160,+135
2025-07-26 19:15:00,5:15 PM,7:15 PM,San Diego Padres,3,St. Louis Cardinals,1,Final,Randy Vásquez,Matthew Liberatore,Jeremiah Estrada,Matthew Liberatore,Robert Suarez,9.0,-120,100,+120,-142,-1.5,-163,+135
2025-07-26 21:05:00,7:05 PM,9:05 PM,New York Mets,2,San Francisco Giants,1,Final,David Peterson,Robbie Ray,David Peterson,Robbie Ray,Edwin Díaz,7.5,-110,-110,-110,-110,-1.5,-225,+185
2025-07-26 21:38:00,7:38 PM,9:38 PM,Seattle Mariners,7,Los Angeles Angels,2,Final,George Kirby,Tyler Anderson,George Kirby,José Fermin,No Save,8.5,-120,100,-140,+120,+1.5,+125,-150
2025-07-27 13:35:00,11:35 AM,1:35 PM,Colorado Rockies,1,Baltimore Orioles,5,Final,Austin Gomber,Tomoyuki Sugano,Tomoyuki Sugano,Austin Gomber,No Save,10.0,-105,-115,+175,-210,-1.5,-110,-110
2025-07-27 13:35:00,11:35 AM,1:35 PM,Colorado Rockies,1,Baltimore Orioles,5,Final,Austin Gomber,Tomoyuki Sugano,Tomoyuki Sugano,Austin Gomber,No Save,10.0,-115,-105,-115,-105,+1.5,+140,-165
2025-07-27 13:35:00,11:35 AM,1:35 PM,Colorado Rockies,1,Baltimore Orioles,5,Final,Austin Gomber,Tomoyuki Sugano,Tomoyuki Sugano,Austin Gomber,No Save,7.5,-105,-115,+125,-150,-1.5,-170,+145
2025-07-27 13:35:00,11:35 AM,1:35 PM,Colorado Rockies,1,Baltimore Orioles,5,Final,Austin Gomber,Tomoyuki Sugano,Tomoyuki Sugano,Austin Gomber,No Save,7.5,-115,-105,-135,+115,+1.5,+130,-155
2025-07-27 13:35:00,11:35 AM,1:35 PM,Los Angeles Dodgers,3,Boston Red Sox,4,Final,Dustin May,Walker Buehler,Brennan Bernardino,Dustin May,Jordan Hicks,10.0,-105,-115,+175,-210,-1.5,-110,-110
2025-07-27 13:35:00,11:35 AM,1:35 PM,Los Angeles Dodgers,3,Boston Red Sox,4,Final,Dustin May,Walker Buehler,Brennan Bernardino,Dustin May,Jordan Hicks,10.0,-115,-105,-115,-105,+1.5,+140,-165
2025-07-27 13:35:00,11:35 AM,1:35 PM,Los Angeles Dodgers,3,Boston Red Sox,4,Final,Dustin May,Walker Buehler,Brennan Bernardino,Dustin May,Jordan Hicks,7.5,-105,-115,+125,-150,-1.5,-170,+145
2025-07-27 13:35:00,11:35 AM,1:35 PM,Los Angeles Dodgers,3,Boston Red Sox,4,Final,Dustin May,Walker Buehler,Brennan Bernardino,Dustin May,Jordan Hicks,7.5,-115,-105,-135,+115,+1.5,+130,-155
2025-07-27 13:35:00,11:35 AM,1:35 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,6,Final,Zac Gallen,Paul Skenes,Paul Skenes,Zac Gallen,No Save,10.0,-105,-115,+175,-210,-1.5,-110,-110
2025-07-27 13:35:00,11:35 AM,1:35 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,6,Final,Zac Gallen,Paul Skenes,Paul Skenes,Zac Gallen,No Save,10.0,-115,-105,-115,-105,+1.5,+140,-165
2025-07-27 13:35:00,11:35 AM,1:35 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,6,Final,Zac Gallen,Paul Skenes,Paul Skenes,Zac Gallen,No Save,7.5,-105,-115,+125,-150,-1.5,-170,+145
2025-07-27 13:35:00,11:35 AM,1:35 PM,Arizona Diamondbacks,0,Pittsburgh Pirates,6,Final,Zac Gallen,Paul Skenes,Paul Skenes,Zac Gallen,No Save,7.5,-115,-105,-135,+115,+1.5,+130,-155
2025-07-27 13:35:00,11:35 AM,1:35 PM,Philadelphia Phillies,3,New York Yankees,4,Final,Zack Wheeler,Carlos Rodón,Carlos Rodón,Zack Wheeler,Devin Williams,10.0,-105,-115,+175,-210,-1.5,-110,-110
2025-07-27 13:35:00,11:35 AM,1:35 PM,Philadelphia Phillies,3,New York Yankees,4,Final,Zack Wheeler,Carlos Rodón,Carlos Rodón,Zack Wheeler,Devin Williams,10.0,-115,-105,-115,-105,+1.5,+140,-165
2025-07-27 13:35:00,11:35 AM,1:35 PM,Philadelphia Phillies,3,New York Yankees,4,Final,Zack Wheeler,Carlos Rodón,Carlos Rodón,Zack Wheeler,Devin Williams,7.5,-105,-115,+125,-150,-1.5,-170,+145
2025-07-27 13:35:00,11:35 AM,1:35 PM,Philadelphia Phillies,3,New York Yankees,4,Final,Zack Wheeler,Carlos Rodón,Carlos Rodón,Zack Wheeler,Devin Williams,7.5,-115,-105,-135,+115,+1.5,+130,-155
2025-07-27 13:40:00,11:40 AM,1:40 PM,Tampa Bay Rays,1,Cincinnati Reds,2,Final,Shane Baz,Brady Singer,Brady Singer,Shane Baz,Emilio Pagán,9.5,-105,-115,-110,-110,-1.5,-220,+180
2025-07-27 13:40:00,11:40 AM,1:40 PM,Tampa Bay Rays,1,Cincinnati Reds,2,Final,Shane Baz,Brady Singer,Brady Singer,Shane Baz,Emilio Pagán,8.5,-115,-105,-105,-115,-1.5,-210,+175
2025-07-27 13:40:00,11:40 AM,1:40 PM,Toronto Blue Jays,4,Detroit Tigers,10,Final,Max Scherzer,Jack Flaherty,Jack Flaherty,Max Scherzer,No Save,9.5,-105,-115,-110,-110,-1.5,-220,+180
2025-07-27 13:40:00,11:40 AM,1:40 PM,Toronto Blue Jays,4,Detroit Tigers,10,Final,Max Scherzer,Jack Flaherty,Jack Flaherty,Max Scherzer,No Save,8.5,-115,-105,-105,-115,-1.5,-210,+175
